publication_number,title
US-2010164769-A1,Sigma-delta modulator architecture capable of automatically improving dynamic range method for the same
US-8392808-B2,Rate matching for a wireless communications system
US-2011219096-A1,Method and system for operations management in a telecommunications terminal with a state machine
US-9176110-B1,Method of determining histamine concentration in fish
US-2016371754-A1,Transportation control and regulation system and method for for-hire vehicles
US-5005578-A,Three-dimensional magnetic resonance image distortion correction method and system
US-5650860-A,Adaptive quantization
US-2012212738-A1,Two-Dimensional Spectral Imaging System
US-5403722-A,Technique to count objects in a scanned image
US-5991512-A,Ink relocation for color halftones
US-9397908-B2,"Method, apparatus, and system for acquiring quality of service QoS control information"
US-7257977-B2,Thermo-electromechanical process and system for coiling and uncoiling an in-line hot rolled pre-strip from thin slab continuous casting
US-2010163433-A1,Method and device for measuring the condition of steel structures
US-9354305-B2,"Method for producing at least information for track fusion and association for radar target tracking, and storage medium thereof"
US-2009067624-A1,System and method of protecting content of an electronic file using a computer
US-2010054559-A1,Image generation based on limited data set
US-2009183150-A1,"System and method for software product versioning packaging, distribution, and patching"
US-2005131718-A1,Method and system for estimating the robustness of algorithms for generating characterizing information descriptive of selected printed material such as a particular address block
US-2010302004-A1,Device and Method for Remotely Monitoring Animal Behavior
US-2018365194-A1,Digital signal processing using sliding windowed infinite fourier transform
US-2014031263-A1,Resonant micromachined biochemical sensor
US-2017098275-A1,"Method and device for direct, automatic bank/client operations"
US-6454173-B2,Smart card technology
US-2015328454-A1,Electrical neuromodulation stimulation system and method for treating urinary incontinence
US-5640159-A,Quantization method for image data compression employing context modeling algorithm
US-7802173-B2,Method to decode a data string
US-9747699-B2,Plane detection and tracking for structure from motion
US-10139311-B2,"Computer-implemented method and system for machine tool damage assessment, prediction, and planning in manufacturing shop floor"
US-4696112-A,Bore hole navigator
US-2018283112-A1,Systems and methods for automatically operating an electro-hydraulic spider
US-2004254803-A1,Method and system for optimized real estate appraisal
US-8315166-B2,Method and apparatus for admission control in a radio communications system
US-9629562-B1,Mobile plethysmographic device
US-7408937-B1,Methods and apparatus for identifying a variable number of items first in sequence from a variable starting position which may be particularly useful by packet or other scheduling mechanisms
US-8117381-B2,Adaptive deterministic grouping of blocks into multi-block units
US-6947385-B2,Changing quality of service for voice over IP calls
US-2014122923-A1,Sector Failure Prediction Method and Related System
US-2006196455-A1,Linear fluid engine
US-8943574-B2,Tokenizing sensitive data
US-8774412-B2,Verification method and system
US-2006280303-A1,Encryption method and apparatus for use in digital distribution system
US-7280710-B1,Architecture for real-time 3D image registration
US-2013329581-A1,Method for positioning mobile device in wireless wide area network
US-2006066878-A1,System and method for measuring dimension of patterns formed on photomask
US-5513262-A,"Device for enciphering and deciphering, by means of the DES algorithm, data to be written to be read from a hard disk"
US-2017099343-A1,Mapping selections between a browser and the original fetched file from a web server
US-2006268168-A1,Content adaptive de-interlacing algorithm
US-2015008928-A1,Electronics for a Thin Bed Array Induction Logging System
US-2012195433-A1,Detection of audio channel configuration
US-10085326-B2,Power over ethernet lighting system with battery charge control algorithm
US-7177674-B2,Patient-specific parameter selection for neurological event detection
US-7162626-B2,Use of common language infrastructure for sharing drivers and executable content across execution environments
US-2015012326-A1,Method for Developing A Long-Term Strategy for Allocating a Supply of Liquefied Natural Gas
US-6654798-B1,Automatic contact distribution system definable agent log-off reasons
US-2004031002-A1,Implementation of networks using parallel and series elements
US-2010034390-A1,Differential Phase Shift Keying Quantum Key Distribution
US-7433827-B2,System and method for displaying a health status of hospitalized patients
US-2006045025-A1,Internet protocol for distributed averaging
US-2017357851-A1,System and Method for Detecting Objects in an Image
US-2017163522-A1,Influencing path selection during a multipath connection
US-5832475-A,Database system and method employing data cube operator for group-by operations
US-8320270-B2,Wireless apparatus for measuring a received wireless signal and measurement system using the wireless apparatus
US-2012134686-A1,Consumable id differentiation and validation system with on-board processor
US-2004193662-A1,Remembered-set scrubbing to remove stale entries in an incremental garbage collector
US-2015085072-A1,Ambiguity-free optical tracking system
US-9485253-B2,Familiar dynamic human challenge response test content
US-9158358-B2,System and method for intelligent multimedia-based thermal power management in a portable computing device
US-2014341465-A1,Real-time pose estimation system using inertial and feature measurements
US-2010185850-A1,Method and device for authenticating legal neighbor in group key management
US-9959872-B2,Multimodal speech recognition for real-time video audio-based display indicia application
US-6637000-B2,Turbo code interleaver using linear congruential sequences
US-2018350387-A1,Audio signal synthesizer and audio signal encoder
US-2009278405-A1,Systems and methods for multiple source power conversion
US-6434160-B1,Adaptive service weight assignments for ATM scheduling
US-9894540-B2,Optimisation of a cellular radio network
US-9912484-B2,Secure neighbor discovery (SEND) using pre-shared key
US-6674740-B1,Iterative rake receiver and corresponding reception process
US-2010163736-A1,Spect gamma camera with a fixed detector radius of orbit
US-4809979-A,Electronic puzzle device
US-8015481-B2,"Method for generating source code in a procedural, re-entrant-compatible programming language using a spreadsheet representation"
US-2014337131-A1,Keyword determinations from voice data
US-2018296744-A1,Device and method for disruption detection
US-8239465-B2,Generating human interactive proofs
US-4569589-A,Lung water computer system
US-2018021594-A1,Volumetric modulated arc therapy (vmat) with non-coplanar trajectories
US-2011085537-A1,Efficient signaling for closed-loop transmit diversity
US-6901788-B2,Apparatus and method for determining oil change based upon oil viscosity
US-9774793-B2,Image segmentation for a live camera feed
US-2009181743-A1,Central determination poker game
US-8566927-B2,Method for detecting and reacting against possible attack to security enforcing operation performed by a cryptographic token or card
US-2009327304-A1,Systems and methods for tokenizing and interpreting uniform resource locators
US-2018213248-A1,"Encoder, decoder and method"
US-7006934-B2,Revenue meter with power quality features
US-2014067387-A1,Utilizing Scalar Operations for Recognizing Utterances During Automatic Speech Recognition in Noisy Environments
US-7471695-B2,Data interleaving method and user terminal
US-10172011-B2,System and method for control channel determination and detection in an opportunistic wireless network environment
US-6662274-B2,Method for using cache prefetch feature to improve garbage collection algorithm
US-2009327206-A1,Forecasting by blending algorithms to optimize near term and long term predictions
US-9418589-B2,Display device for controlling light emission period based on the sum of gray values and driving method of the same
US-6802042-B2,Method and apparatus for providing calculated and solution-oriented personalized summary-reports to a user through a single user-interface
US-6260036-B1,Scalable parallel algorithm for self-organizing maps with applications to sparse data mining problems
US-2005277992-A1,Collecting and analyzing sensed information as a trend of heart failure progression or regression
US-2012135732-A1,Cell re-selection in a cellular telecommunications network
US-8175991-B2,Business optimization engine that extracts process life cycle information in real time by inserting stubs into business applications
US-9710312-B2,Component-based task allocation method for extensible router
US-2008229060-A1,Micro controller and method of updating the same
US-6816846-B1,Method for generating rich sound environments using genetic or shaped algorithms
US-2001034584-A1,Circular feature Filter
US-8144931-B1,Real time correlator system and method
US-2009271070-A1,Method and apparatus for minimizing driver disturbance in a limited by-wire active steering system
US-2011279368-A1,Inferring user intent to engage a motion capture system
US-7407242-B2,Derivation of multicolor text colorant limits from single color text colorant limit
US-7030589-B2,Driving systems of AC motor
US-7102547-B2,Method of near-unity fractional sampling rate alteration for high fidelity digital audio
US-2012328000-A1,Video Decoding System Supporting Multiple Standards
US-2012179290-A1,Diamond sorting system
US-2011257784-A1,Method and apparatus for calibrating multi-axis load cells in a dexterous robot
US-8194763-B2,"Method for decoding 2X2 spatiotemporal codes, in particular Golden type code"
US-2013343445-A1,"Noise detection method, noise detection apparatus, simulation method, simulation apparatus, and communication system"
US-2012212510-A1,User interface panel
US-2013151438-A1,"Relative Value Volatility Index Apparatuses, Methods, and Systems"
US-2010257054-A1,Method and system for efficient and expressive advertising auctions
US-2003002576-A1,Apparatus and method for compression of data in protection and control communications between protective relays in a power system
US-8672868-B2,Method and apparatus for monitoring and optimizing blood circulation generated by a pump
US-2008288023-A1,"Medical treatment using patient states, patient alerts, and hierarchical algorithms"
US-8731770-B2,Method and apparatus for determining and storing excessive vehicle speed
US-2005198090-A1,Shift register engine
US-5144664-A,Apparatus and method for upgrading terminals to maintain a secure communication network
US-8085899-B2,Treatment planning system and method for radiotherapy
US-6081206-A,Parking regulation enforcement system
US-2009287693-A1,Method for building a search algorithm and method for linking documents with an object
US-2004151469-A1,Video editing timeline with measurement results
US-2014227104-A1,Hydraulic drive system for electrically-operated hydraulic work machine
US-7046560-B2,Reduction of fusible links and associated circuitry on memory dies
US-6205443-B1,Overlapping subdocuments in a vector space search process
US-7200322-B2,"Video-signal recording and playback apparatus, video-signal recording and playback method and recording medium"
US-9526426-B1,Apparatus and method for assessing tissue composition
US-9933978-B2,Method and system for processing data
US-2008059056-A1,Method for realtime scaling of the vehicle routing problem
US-6992668-B2,Method and system for efficiently transferring data objects within a graphics display system
US-2012010910-A1,Systems and methods for optimizing the scheduling of resources on an airplane
US-7583683-B2,Router using clock synchronizer for distributed traffic control
US-2005123210-A1,Print processing of compressed noisy images
US-7841010-B2,Software or other information integrity verification using variable block length and selection
US-2016292018-A1,Api matchmaking using feature models
US-2004243856-A1,Four factor authentication system and method
US-10127612-B2,"System, method, and computer-readable medium for improving the efficiency and stability of financial markets"
US-2004021596-A1,Method and apparatus for mismatched shaping of an oversampled converter
US-2017207917-A1,Method and system for distributed cryptographic key provisioning and storage via elliptic curve cryptography
US-2016292182-A1,Activity Based Analytics
US-2009240390-A1,System and method for component monitoring
US-2016376859-A1,Managed pressure drilling with hydraulic modeling that incorporates an inverse model
US-4961089-A,Method and apparatus for web tracking with predictive control
US-7508938-B1,Method and apparatus for generating and using a tamper-resistant encryption key
US-2009327177-A1,Semi-exact algorithms for optimization
US-2002153729-A1,Controllable camber windmill blades
US-2012210435-A1,Web content ratings
US-7620219-B2,Pattern-based interchange format
US-2015189679-A1,System and method for controlling priority-based contention period channel acess for reducing complexity in wban mac protocol
US-6489919-B1,Detector of faulty radar transmit tubes
US-4837691-A,Hitch control system with start-up lock-out
US-2015204925-A1,Method and apparatus for lra real time impedance tracking and bemf extraction
US-2013212390-A1,Method and system for authenticating entity based on symmetric encryption algorithm
US-9331984-B2,Secret sharing method and system
US-2019026436-A1,Automated system and method for improving healthcare communication
US-7325166-B2,Hierarchical categorization of customer error reports
US-8473543-B2,Automatic conflict resolution when synchronizing data objects between two or more devices
US-9888967-B2,Systems and methods for guiding a user during surgical planning
US-7266160-B2,Method for joint DC offset correction and channel coefficient estimation in a receiver
US-5796442-A,Multi-format television reciever
US-2008028275-A1,Efficient Encoding and Decoding Methods for Representing Schedules and Processing Forward Error Correction Codes
US-7292598-B2,Adaptive algorithms for optimal control of contention access
US-8189653-B2,Radio receiver in a wireless communications system
US-5101112-A,Method of and apparatus for measuring a velocity vector by use of a spatial filter
US-2004093143-A1,Electronic control apparatus for a vehicle
US-2012071239-A1,Stereo video for gaming
US-10187206-B2,Key derivation for a module using an embedded universal integrated circuit card
US-2019034805-A1,Decision support tool with interactive sliders
US-8988981-B2,System and method for resilient wireless packet communications
US-2013290231-A1,Patient condition detection and mortality
US-2004044979-A1,Constraint-based global router for routing high performance designs
US-2007135935-A1,Method for operating a grain cleaning system in a combine harvester
US-7031253-B1,Method and apparatus for computing a path through specified elements in a network
US-9936392-B2,Method for configuring quiet period in cognitive radio system and device thereof
US-2014014724-A1,Cloud-based system for processing of decodable indicia
US-2015025388-A1,Ultrasound waveform tomography with wave-energy-based preconditioning
US-8897657-B2,Apparatus and method for stabilizing power to an optical multimode receiver
US-2018217856-A1,"Acceleration management node, acceleration node, client, and method"
US-9237009-B2,Disrupting offline password attacks
US-2005262245-A1,Scalable cluster-based architecture for streaming media
US-6697442-B1,Viterbi decoding apparatus capable of shortening a decoding process time duration
US-8307351-B2,System and method for performing code provenance review in a software due diligence system
US-7447591-B2,Daytime stellar imager for attitude determination
US-8276814-B1,System and method for carrying out secure transactions
US-2007238202-A1,Adaptive control method for rapid thermal processing of a substrate
US-8028257-B2,Structure for data bus bandwidth scheduling in an FBDIMM memory system operating in variable latency mode
US-5778666-A,Method and apparatus for improving engine fuel economy
US-2008052689-A1,Framework for parallelizing general reduction
US-2016203409-A1,Framework for calculating grouped optimization algorithms within a distributed data store
US-9823672-B2,Remote application for controlling an HVAC system
US-2002018563-A1,System for creating high and low speed non-algorithmic random numbers for encryption/decryption
US-2019034467-A1,Optimal sort key compression and index rebuilding
US-7171398-B2,Outer and exception join to inner join normalization
US-2003031171-A1,Parallel and iterative algorithm for switching data packets
US-2007294648-A1,IC Layout Optimization To Improve Yield
US-2015293948-A1,Converting Data Objects from Single- to Multi-Source Database Environment
US-2007139268-A1,Method and apparatus for adaptive direction estimation of radio waves
US-4856062-A,Computing and indicating device
US-6535795-B1,Method for chemical addition utilizing adaptive optimization
US-8284239-B2,Asynchronous photography automobile-detecting apparatus
US-2005256974-A1,Efficient algorithm and protocol for remote differential compression on a remote device
US-8155303-B2,System and method for cancelling echo
US-8095768-B2,VSAM smart reorganization
US-2017163414-A1,Method and device for data encrypting
US-2006050813-A1,"Method and system for decoding video, voice, and speech data using redundancy"
US-7897918-B2,System and method for focused ion beam data analysis
US-8521480-B2,Managing non-destructive evaluation data
US-7694107-B2,Dynamic performance ratio proportionate distribution of threads with evenly divided workload by homogeneous algorithm to heterogeneous computing units
US-9459137-B2,Acoustic sensor systems for identification of arbitrary waves
US-2011131422-A1,Systems and Methods Using Cryptography to Protect Secure Computing Environments
US-2016358316-A1,Approximate message passing with universal denoising
US-8583471-B1,Inferring household income for users of a social networking system
US-6925485-B1,Proxy cache preloader
US-7223325-B2,Method for orthogonal analyte stacking/injection systems in electrophoresis
US-2016378937-A1,Hazard based assessment patterns
US-2018279825-A1,Automated cooking system
US-7024401-B2,Partition boundary determination using random sampling on very large databases
US-2016054166-A1,Echo curve determination at a resolution that differs on area-by-area basis
US-2010246963-A1,Automatic arabic text image optical character recognition method
US-9811379-B2,Highly efficient inexact computing storage device
US-9020690-B2,Qualifying automatic vehicle crash emergency calls to public safety answering points
US-8233703-B2,Method and device for selecting transform matrices for down-sampling DCT image using learning with forgetting algorithm
US-2004239938-A1,System for fourier domain optical coherence tomography
US-2013318162-A1,Person-to-person matching system
US-2014315609-A1,System and method for generating and displaying a horse racing form for use with a virtual horse race
US-7216235-B1,Drive/host locking system
US-7510880-B2,Multidimensional mass spectrometry of serum and cellular lipids directly from biologic extracts
US-2004071114-A1,Method and apparatus for priority management of system algorithms in real time
US-2016372937-A1,System and method for battery charging
US-9367815-B2,Monte-Carlo approach to computing value of information
US-2014324871-A1,Decision-tree based quantitative and qualitative record classification
US-9535752-B2,Systems and methods of host-aware resource management involving cluster-based resource pools
US-2018136653-A1,Emergency handling system for an autonomous driving vehicle (adv)
US-10158939-B2,Sound Source association
US-2013105670-A1,Pulsed laser signal disrupting device incorporating led illuminator
US-2014050081-A1,Reduced bandwidth transmission for multiple sensors utilized to monitor a system
US-2015134226-A1,Vehicle fuel consumption monitor and feedback systems
US-8724911-B2,"Graph lattice method for image clustering, classification, and repeated structure finding"
US-2012331185-A1,Methods and Apparatus for Providing Bit-Reversal and Multicast Functions Utilizing DMA Controller
US-2011125726-A1,Smart algorithm for reading from crawl queue
US-2003204781-A1,Method and apparatus for displaying diagnostic recommendations for monitored processes
US-2016269426-A1,Deploying a security appliance system in a high availability environment without extra network burden
US-2011023037-A1,Application selection of memory request scheduling
US-4807139-A,System for release and control of preset storage of a postage meter machine
US-2014368109-A1,Induction rf fluorescent lamp with processor-based external dimmer load control
US-7272457-B2,Flexible function blocks
US-9148893-B2,Access channel load management in a wireless communication system
US-2012197844-A1,Block level data replication
US-2003148383-A1,Methods for identifying proteins with N-terminal N-myristoylation
US-7564934-B2,Digital signal processing of multi-sampled phase
US-2011077167-A1,Automated analysis of multiplexed probe-target interaction patterns: pattern matching and allele identification
US-7993276-B2,Motion cancellation of optical input signals for physiological pulse measurement
US-2013342681-A1,Compressive sensing based bio-inspired shape feature detection cmos imager
US-5152239-A,Autopilot having roll compensation capabilities
US-2014077727-A1,Integrated electric field processor emitter matrix &amp; electric field processor emitters &amp; mobile emitters for use in a field matrix
US-2007297661-A1,Tomographic reconstruction for x-ray cone-beam scan data
US-9518925-B2,"High resolution, wide dynamic range microfluidic detection system"
US-2015002678-A1,Interactive imaging systems and methods for motion control by users
US-2006268285-A1,Method for calibrating a camera-laser-unit in respect to a calibration-object
US-2002097377-A1,"High resolution, multispectral, wide field of view retinal imager"
US-6965861-B1,Method for improving results in an HMM-based segmentation system by incorporating external knowledge
US-8391421-B2,EDA-based detection of communication signals
US-5497661-A,Method of measuring the delay of ultrasound in the pulse reflection method
US-2017178256-A1,Predictive segmentation of energy customers
US-7190734-B2,Space-time coded transmissions within a wireless communication network
US-5121228-A,Holographic learning machine
US-2016155312-A1,"Method, system and apparatus for fall detection"
US-7926026-B2,Graphical analysis to detect process object anomalies
US-2007180292-A1,Differential rebuild in a storage environment
US-2002041306-A1,"Banding reduction in incremental printing, by spacing-apart of swath edges and randomly selected print-medium advance"
US-9832102-B2,Automatic establishment of redundant paths with cautious restoration in a packet network
US-7505544-B2,Method and apparatus for detecting and classifying explosives and controlled substances
US-2013003794-A1,Multi-mode ic with multiple processing cores
US-8312077-B2,Client apparatus for updating data
US-8945935-B2,"Diagnosing, prognosing and monitoring multiple sclerosis"
US-4884214-A,Thermostat
US-5455861-A,Secure telecommunications
US-2010253954-A1,"Method, apparatus and computer program for transforming digital colour images"
US-9503213-B2,Systems and methods for data rate optimization in a WCAN system with injection-locked clocking
US-7660262-B2,Network management method and communications network system
US-2008167881-A1,Method for Two-Channel Coding of a Message
US-5347267-A,Electronic lock reset system and method
US-5845049-A,Neural network system with N-gram term weighting method for molecular sequence classification and motif identification
US-9075418-B2,Vibration damping device and method for canceling out a vibration at a damping position based on a phase difference
US-8655600-B2,Method and system of estimating the cross-sectional area of a molecule for use in the prediction of ion mobility
US-7761580-B2,System and method for determining a designated connection between components of computing devices
US-7113514-B2,Apparatus and method for implementing a packet based teleconference bridge
US-2015088215-A1,External defibrillator
US-7127372-B2,Retro-regression residual remediation for spectral/signal identification
US-2002193944-A1,Vehicle navigation system
US-6265232-B1,"Yield based, in-line defect sampling method"
US-7925902-B1,System and method for controlling an integrated display computer heat sink temperature
US-2012226575-A1,Electronic ticket market
US-2011106909-A1,Distributed storage network and method for communicating data across a plurality of parallel wireless data streams
US-10043254-B2,Optimal image transformation based on professionalism score of subject
US-2013170670-A1,System And Method For Automatically Remixing Digital Music
US-2013226893-A1,System and method for optimizing pattern query searches on a graph database
US-2013163132-A1,High speed signaling of power system conditions
US-6073248-A,Distributed precomputation of signal paths in an optical network
US-2007192010-A1,Adaptive deceleration control for commercial truck
US-2006242335-A1,Race free data transfer algorithm using hardware based polling
US-2006065415-A1,Active rotational balancing system for orbital sanders
US-2012242518-A1,Subset transform interleaver
US-4231014-A,Process and apparatus for automatically identifying discount coupons and the like by means of electronic comparison
US-8221326-B2,Detection of oximetry sensor sites based on waveform characteristics
US-2009049430-A1,Verifying that binary object file has been generated from source files
US-2018278354-A1,"Communication Device, Network Node, Method and Computer Program"
US-2008046939-A1,Bitstream Switching in Multiple Bit-Rate Video Streaming Environments
US-7827237-B2,Systems and methods for identifying long matches of data in a compression history
US-6298471-B1,Interconnect minimization in processor design
US-6571144-B1,System for providing a digital watermark in an audio signal
US-7127666-B2,Device and method to carry out a viterbi-algorithm
US-9507955-B2,System and method for executing code securely in general purpose computer
US-2011081708-A1,Method of Sequence Optimization for Improved Recombinant Protein Expression using a Particle Swarm Optimization Algorithm
US-8928506-B2,Successive approximation analog-to-digital converter (ADC) with dynamic search algorithm
US-2008089577-A1,Feature extraction from stereo imagery
US-4835632-A,Disk file digital servo control system with multiple sampling rate
US-8319678-B2,System and method for imaging objects
US-2003212437-A1,Defibrillator/monitor with patient specific treatment algorithms
US-2010082939-A1,Techniques for efficient implementation of brownian bridge algorithm on simd platforms
US-2015073500-A1,Filtering Algorithm for Assessing Communications Wirelessly Received by an Implantable Medical Device
US-7516445-B2,Locating source code when stopping in a debugger
US-9262713-B2,Wellbore completion and hydraulic fracturing optimization methods and associated systems
US-6889154-B2,Method and apparatus for calibrating data-dependent noise prediction
US-6337910-B1,Method and apparatus for generating one time pads simultaneously in separate encryption/decryption systems
US-9031890-B2,Inverse function method of boolean satisfiability (SAT)
US-2015333854-A1,Quality prediction method and device for physical downlink control channel of long term evolution system
US-9918252-B2,Rate adaptation for LTE-WLAN aggregation
US-7085327-B2,Phasor fragmentation circuitry and method for processing modulated signals having non-constant envelopes
US-2017358313-A1,Dynamic Player Selection for Audio Signal Processing
US-2011228766-A1,Loop condition prevention at internetwork interface boundary
US-9319878-B2,Streaming alignment of key stream to unaligned data stream
US-8290292-B2,Method of generating a multiscale contrast enhanced image
US-2018247314-A1,Voice filter system
US-9002651-B2,RTM seismic imaging without scratch data storage system and method
US-2008211793-A1,Driving apparatus for an OLED panel
US-2007027399-A1,"System using a bluetooth headphone for heartbeat monitoring, electronic recording, and displaying data"
US-8483890-B2,Identification of ship state tonal parameters for use in relative GPS shipboard landing systems
US-2016256114-A1,Non-invasive blood sugar measuring method and fingertip measuring probe
US-8086471-B2,Computer-implemented system and method for electronic medication administration records
US-2005193810-A1,Method and system of determining life of turbocharger
US-2007273589-A1,USING WINDOWS SPECIFIED OBJECT IDENTIFIERS (OIDs) FOR AN ANTENNA STEERING ALGORITHM
US-4807228-A,Method of spare capacity use for fault detection in a multiprocessor system
US-2017006141-A1,Cognitive Intelligence Platform for Distributed M2M/ IoT Systems
US-2014188462-A1,Methods and Systems for Applications for Z-numbers
US-7928673-B2,Generic motor control system
US-5930721-A,Emulating an advanced control algorithm in a mobile communications system
US-8175853-B2,Systems and methods for a combined matrix-vector and matrix transpose vector multiply for a block-sparse matrix
US-2009296890-A1,Apparatus and method for image reconstruction for a synthetic aperture gamma ray imager
US-2018198414-A1,Automatic bias controller for a pulsed power amplifier
US-8718408-B2,Adaptive filtering for image transform processes
US-5408425-A,Split-radix discrete cosine transform
US-2011234592-A1,Systems And Methods For Providing An Enhanced Graphics Pipeline
US-8850429-B2,Load balancing in multi-server virtual workplace environments
US-2016055600-A1,System and Method for a Relative Consumer Cost
US-7518591-B2,Driving method for liquid crystal display panel
US-6925297-B2,Use of AAA protocols for authentication of physical devices in IP networks
US-8806003-B2,Forecasting capacity available for processing workloads in a networked computing environment
US-2015310271-A1,Security improvements for tickets
US-8614707-B2,3D and real time electrical capacitance volume-tomography sensor design and image reconstruction
US-2016085886-A1,Organization for virtual-flat expansion of physical data in physically-hierarchical ic designs
US-8384416-B2,Fault tolerant integrated circuit architecture
US-2013109449-A1,Antenna system optimized for siso and mimo operation
US-2004213265-A1,Method and a device for implicit differentiation of quality of service in a network
US-8138720-B2,System and method for dual energy storage management
US-6283097-B1,Automotive evaporative emission leak detection system
US-9224208-B2,Image-based surface tracking
US-2003208287-A1,Method and device for calculating process variables of an industrial process
US-8732758-B2,Television system with aided user program searching
US-6133830-A,Motion sensitive anti-theft device with alarm screening
US-6464117-B1,Garment clamp for shirt pressing machine
US-2005241948-A1,Methods and apparatuses for monitoring organic additives in electrochemical deposition solutions
US-2019007214-A1,Providing cross site request forgery protection at an edge server
US-9222867-B2,Resonant micromachined biochemical sensor
US-2002006268-A1,"Video-signal recording &amp; playback apparatus, video-signal recording &amp; playback method and recording medium"
US-5471313-A,Method and control system architecture for controlling tone reproduction in a printing device
US-2014258524-A1,Detection of Load Balancing Across Network Paths in a Communication Network
US-9282463-B2,Spectrum sharing in white space bands using joint power control and channel assignment
US-7991529-B2,Method and system for detecting a vibration level of a wheel within a resonating frequency range of a vehicle suspension
US-2006253816-A1,"Apparatus and Method For Memory Efficient, Programmable, Pattern Matching Finite State Machine Hardware"
US-7329168-B2,Extended Kalman filter incorporating offline metrology
US-2015278986-A1,Content Aware Cropping
US-2014139367-A1,"Method for producing at least information for track fusion and association for radar target tracking, and storage medium thereof"
US-2016328500-A1,Identification approach for internal combustion engine mean value models
US-2005171927-A1,Techniques for multiple window resource remastering among nodes of a cluster
US-2009175511-A1,Digital photographing apparatus and method of controlling the same
US-9940786-B1,Gaming system with dynamic prizing
US-8150338-B2,Method and apparatus for signal peak-to-average ratio reduction
US-9363766-B2,Wireless communication interference mitigation
US-2012231824-A1,Load balancing in a cellular telecommunication network
US-2006126744-A1,Two pass architecture for H.264 CABAC decoding process
US-2006065731-A1,Methods and systems for the negotiation of a population of RFID tags with improved security
US-7499416-B2,Video teleconferencing system with digital transcoding
US-8700908-B2,System and method for managing secure information within a hybrid portable computing device
US-2011184825-A1,Mobile commerce ticketing method and apparatus
US-2004078481-A1,Methods and systems for exchanging reachability information and for switching traffic between redundant interfaces in a network cluster
US-6813322-B2,Soft output value biasing
US-4940940-A,Method of radio-frequency excitation in an NMR experiment
US-2016063180-A1,Method and apparatus for identification of biomolecules
US-10019833-B2,Luggage visualization and virtual unpacking
US-2009219853-A1,Wireless Communication Systems
US-2018341246-A1,Methods and apparatus for machine learning predictions of manufacture processes
US-6701276-B2,Method for generating an activating algorithm for rollover detection for safety-related devices in automotive vehicles
US-2015347160-A1,Method of analyzing configuration data
US-2017123029-A1,Method and magnetic resonance apparatus for maxwell compensation in simultaneous multislice data acquisitions
US-2002128019-A1,Online location finding system and method based on information extracted from a cellular mobile unit
US-5008938-A,Encryption apparatus
US-7330767-B2,Configuration and viewing display for an integrated model predictive control and optimizer function block
US-5216629-A,Adjusting filter coefficients
US-5596330-A,Differential ranging for a frequency-hopped remote position determination system
US-2015206060-A1,Large survey compressive designs
US-2018163993-A1,Water heater appliance and a method for operating the same
US-2018198498-A1,"Reducing location-dependent destructive interference in distributed antenna systems (dass) operating in multiple-input, multiple-output (mimo) configuration, and related components, systems, and methods"
US-2004160693-A1,Method of calibrating magnetic storage medium bi-directional recording head
US-8385605-B2,Image based turing test
US-2019066490-A1,Smart city data analytics for improved accident reconstruction and solutions
US-2016021671-A1,Method For Selecting State Of A Reconfigurable Antenna In A Communication System Via Machine Learning
US-2004243917-A1,Apparatus and method for decoding a low density parity check code in a communication system
US-9345447-B2,Right atrium indicator
US-8880148-B2,Treatment process of radiological images for detection of stenosis
US-8732136-B2,Recovery point data view shift through a direction-agnostic roll algorithm
US-7054764-B2,Flow monitoring using flow control device
US-7157967-B2,System and method for control of loop alignment in adaptive feed forward amplifiers
US-8924401-B2,Method and system for logical data masking
US-2008159610-A1,Automatic coronary artery calcium detection and labeling system
US-2012052858-A1,Power saving by limiting use of advanced signal processing
US-2014365009-A1,Systems and Methods for Sensing Objects
US-2009287930-A1,Identity based symmetric cryptosystem using secure biometric model
US-2016071053-A1,Intelligent routing of radio-frequency identification data
US-2008240214-A1,Systems and method for orthogonal frequency divisional multiplexing
US-2003126059-A1,Intelectual property (IP) brokering system and method
US-7203455-B2,Interactive multi-sensory reading system electronic teaching/learning device
US-2008279106-A1,Switching fabrics and control protocols for them
US-2005210323-A1,Scanning modified data during power loss
US-2006150153-A1,Digital object verification method
US-2005110748-A1,Tomography-capable apparatus and operating method therefor
US-8908859-B2,Cryptographic apparatus and memory system
US-2010082404-A1,System and method for utilizing date constraints in an advertisement serving system
US-2007011224-A1,"Real-time Internet data mining system and method for aggregating, routing, enhancing, preparing, and analyzing web databases"
US-2008132178-A1,Performing automatic frequency control
US-2005223218-A1,Storing of data in a device
US-2014207954-A1,"Systems, methods and algorithms for logical movement of data objects"
US-2018012136-A1,Prioritization of electronic communications
US-7609791-B2,Iterative decoding with intentional SNR/SIR reduction
US-2003181211-A1,Method and apparatus for dynamic channel selection in wireless modems
US-7461322-B2,"Communication system, receiver, transmitter and communication method"
US-2009046665-A1,Capacity Optimisation in a Cellular Wireless Network
US-2009158131-A1,Viterbi decoding apparatus and method
US-2004052424-A1,Digital polarization filter
US-2002032890-A1,Turbo code interleaver using linear congruential sequences
US-2010296680-A1,Method for determining a maximum gain in a hearing device as well as a hearing device
US-6834329-B2,Cache control method and cache apparatus
US-2014358416-A1,System and method for node adaptive filtering and congestion control for safety and mobility applications toward automated vehicles system
